X,Y,Z,color
6.782880459093785674e+00,3.892320326567039412e+00,1.180590433650727356e+01,1.361568377001748509e+01
-9.427237358348543594e+00,2.091212115215233425e+01,-1.969125158745527626e+00,9.630693542079253433e+00
-5.979351776957321896e+00,2.716470981812691754e+00,6.209680017566716614e+00,8.620485693577251141e+00
4.350584325722404166e+00,9.900603706439573770e+00,5.744170296331826187e+00,7.205766882746230451e+00
1.019408510175876970e+01,1.429955084084238770e+00,-6.348668124934615520e+00,1.200936959304945795e+01
-8.252836018311969113e+00,1.982086800436720964e+01,3.619103814316017242e+00,9.011504578256847253e+00
-8.046889782053009199e+00,2.026342375781723248e+01,-6.053716623370229755e+00,1.006975273383503655e+01
8.613576323543707947e-01,1.510717030208344447e+01,-4.813009948688424799e+00,4.889478677424504482e+00
-4.696197434072591825e+00,7.349849716233546992e+00,-9.428660778790709074e+00,1.053346640101425535e+01
-5.156170632635172169e+00,5.342030423470110811e+00,-9.125273485539768359e+00,1.048125525778017320e+01
-4.755445078291900884e+00,5.571369815277996018e+00,-9.391507682949598035e+00,1.052685491737926426e+01
6.880695035224041689e+00,2.673174533821569554e+00,1.173910656064993319e+01,1.360700507128776948e+01
1.585378731085481441e+00,1.104198801461118151e+01,-1.102498948488035779e+01,1.113839390858038669e+01
-1.978143462932055341e+00,2.978162789731027438e+00,7.855432579374974189e+00,8.100671118434977558e+00
-7.321257925966453861e+00,6.651343997622581661e+00,4.938761168884738595e+00,8.831318106704705073e+00
3.247488709020918574e+00,1.316083599514120195e+01,-1.081015257580258115e+01,1.128740810050516075e+01
2.838632895735335726e+00,1.527841580140574607e+01,-4.452029923945075573e+00,5.280000678073173859e+00
1.036902722488153815e-02,5.097267970632854972e-01,-1.099651233641879600e+01,1.099651722509160479e+01
4.128435522750427689e-01,9.032435671911539288e+00,-1.102527519804159972e+01,1.103300199361924783e+01
6.134921821466150504e+00,1.369461649168492023e+01,2.681120891707150289e+00,6.695197905323643006e+00
5.556458402944331354e+00,1.791816549932876868e+01,-2.064198663561031211e+00,5.927490709085743603e+00
1.290740051151964440e+00,9.981820426453730022e+00,7.576065466657058600e+00,7.685231150376767850e+00
-2.298859282275860227e+00,2.035332330607138829e+01,7.808933404893895869e+00,8.140282238459159103e+00
-7.958315055080394274e+00,5.578283498370392834e+00,-6.196774922655495565e+00,1.008636693552099928e+01
-7.405896481463073222e+00,2.836828391610964895e-01,4.838013499186534006e+00,8.846110858024459844e+00
1.533985469094216292e+00,1.015881015873645943e+01,1.394346629961258799e+01,1.402759294632632781e+01
4.653893308223925551e+00,5.378389695420377592e+00,-3.246094060705103423e+00,5.674138663733587329e+00
6.159269280837703420e+00,1.729807111248655715e+01,2.588289680249201474e+00,6.681006027744288644e+00
6.224752758022082944e+00,4.888226115803353977e+00,-3.145547159963630879e-01,6.232695369409536390e+00
-1.384957213294463862e+00,6.523213584117431907e+00,-1.077918139416606280e+01,1.086778993222597123e+01
4.862049927551153949e+00,1.661577605140135816e+01,5.173478248430753546e+00,7.099606093649585503e+00
-8.652034738026921801e+00,1.501800829253255998e+01,2.843336264758876908e+00,9.107264475270142157e+00
5.214772279210166950e+00,1.171907596980251398e+01,4.693724568859423130e+00,7.016045912929403272e+00
6.194307328726362805e+00,1.480390930037794917e+01,-4.501453967966386749e-01,6.210642008759668542e+00
4.961870298727193429e+00,8.791374134970556753e+00,-2.910812122396829960e+00,5.752650178246842216e+00
-1.060069681852122692e+00,1.115109999080238223e-01,-1.084647028444566175e+01,1.089814963017781402e+01
5.799299677223670457e+00,2.384576987560437233e-01,-1.595346884349172045e+00,6.014732614809171984e+00
6.305910141755970422e+00,1.073565753904741982e+01,1.826604200889024421e+00,6.565134090222852770e+00
-2.680675505882840426e+00,1.749110574098983850e+00,7.736266557803697985e+00,8.187541842411071968e+00
1.236596090800886039e+01,1.072585083554392416e+00,-1.444714855330982539e+00,1.245006787899637679e+01
4.460725181818838259e+00,2.027584942188693873e+01,-3.430920498085413772e+00,5.627546944441722765e+00
1.259792532542795485e+01,1.803905543281922874e+01,5.478894546212426109e-01,1.260983367691835255e+01
4.420660753816011201e+00,3.192571771400960046e+00,-3.467095538047644698e+00,5.618095137168738873e+00
3.062043186334895584e+00,1.394859039429430236e-02,1.357422331823756778e+01,1.391530262582760002e+01
-8.733745498665070883e+00,1.977502370318488545e+01,2.658236035058727964e+00,9.129322496962034350e+00
3.024060647713222139e+00,5.844831264722400554e+00,1.358564784564323880e+01,1.391814535729809421e+01
-5.729598004919370879e+00,3.903849659965447749e+00,-8.694865541154706889e+00,1.041292370454790017e+01
7.382334306558565373e+00,1.452167026446224085e+01,-9.050883720627645346e+00,1.167978407069728597e+01
1.834485077083472859e+00,2.286978515667850154e+00,-4.739050086808008544e+00,5.081725221154420602e+00
3.382012909938501011e+00,5.557641558058806552e+00,6.556954559074294586e+00,7.377781808426965071e+00
5.293510037096303300e+00,2.047698828445297536e+01,-2.478969240971333754e+00,5.845214881466831436e+00
2.576699716385560279e+00,1.342871826395421486e+01,7.047148305953234271e+00,7.503444587289291867e+00
5.246231861520750606e+00,1.093423362113362529e+01,-2.545966084231162885e+00,5.831371369317070119e+00
1.111433150155635374e+00,8.356290911533692523e+00,7.628772809826083190e+00,7.709309841432411048e+00
-5.953363544940097007e+00,1.626452005256824052e+01,6.229400023562750022e+00,8.616725721048878128e+00
3.022233081050430314e+00,2.960107006997568124e+00,-4.374496867931616073e+00,5.316964890211246519e+00
2.706524570764160753e+00,2.031409384277662511e+01,-1.090802511402934272e+01,1.123878494947051543e+01
-8.136258703046319596e+00,1.808358316938151944e+01,-5.903701062493857954e+00,1.005248187853069908e+01
4.310001966190073475e+00,1.297079663395410876e+01,5.784486424935143312e+00,7.213626005610580094e+00
-9.413317542160489992e+00,9.010299984537214479e-01,-2.096183269050699405e+00,9.643885702713118846e+00
4.333494254627341391e+00,1.471796863840249259e+01,-3.543404557091076601e+00,5.597757435804269655e+00
-7.651885495261314674e+00,1.917897115859509682e+01,-6.654287411306672340e+00,1.014055681828492794e+01
8.326769472325285193e+00,1.101611841705114614e+01,1.058901997346053925e+01,1.347079930232777834e+01
1.070065387935953405e+00,7.438721258372518186e+00,7.640259916938445528e+00,7.714830622433312968e+00
7.712013755454789898e-02,2.525824244568862120e+00,-1.100231333879787776e+01,1.100258362025511438e+01
5.635897512534421949e+00,1.585292318688893332e+01,-1.921816678662612965e+00,5.954554569250119833e+00
5.171666440708359680e+00,1.858545887544793018e+01,-1.023075306066353640e+01,1.146361382646089488e+01
2.992944488065715003e+00,2.105286625592820204e+00,6.811427400907851926e+00,7.439977146905844663e+00
6.360995099282096277e+00,1.593867564979918150e+01,9.987596621308697520e-01,6.438926891632689831e+00
-7.020668585587414690e+00,3.582702114410476479e-01,-7.454578766866887030e+00,1.024014316208892872e+01
9.234041964013234294e-01,2.030815327962161021e+01,-4.814138557485451386e+00,4.901898138537731597e+00
1.251422952041627745e+01,1.291621843333702024e+01,-5.184594587004986987e-01,1.252496469855201688e+01
2.104309164905810714e-01,1.160122023882429687e+01,-4.751985854874199333e+00,4.756642800919524738e+00
1.164367587465132914e+00,6.214946505367483276e+00,-1.103942416323163833e+01,1.110065933782682635e+01
4.078674678396668973e+00,1.951512510296545244e+01,6.002557754218194930e+00,7.257154175358214054e+00
7.006761410876740648e+00,5.584018174072610918e+00,-9.296675370034439112e+00,1.164142939697511636e+01
4.807701941930361933e+00,1.739107887755059423e+01,1.291497255602667416e+01,1.378080237451227497e+01
5.048226400016154969e+00,2.068728226607977305e+01,4.930952226099481805e+00,7.056832125103692732e+00
-7.640144443122168560e+00,1.645132955581092205e+01,-6.670786326543256095e+00,1.014254392774155100e+01
-6.656561786335849717e+00,1.089878832811506726e+01,-7.849882251494964436e+00,1.029225272608685771e+01
-7.851852504610056016e+00,1.387559540885110465e+00,-6.361942704620277667e+00,1.010573613009078997e+01
5.874069793405524820e+00,9.920689572592532812e+00,3.455133246166968597e+00,6.814883835148440205e+00
5.897837950470455226e+00,9.203374886405775612e+00,1.235645192936352998e+01,1.369183686627478203e+01
-7.840822961724879470e+00,4.258716864926899603e+00,4.266490421461953453e+00,8.926446394480768376e+00
1.259337144194302915e+01,8.895340371000393986e+00,1.559812329336309977e+00,1.268960278249464402e+01
3.440576012839747566e+00,7.512915565687112718e+00,-1.076854325973110704e+01,1.130482583841204125e+01
2.494438245558018519e+00,3.437369484184618074e+00,7.089641476248562668e+00,7.515666199522598845e+00
1.217296952737149240e+01,9.268857009982209405e+00,-2.266935311124837593e+00,1.238225273603876886e+01
-4.738644496383375149e+00,5.518799082814269674e+00,6.995502862463234273e+00,8.449367548037885811e+00
1.171950371674484437e+01,1.096331083432755271e+01,5.664351084575176110e+00,1.301659097368140294e+01
-7.344520892447206961e+00,7.383612540400777968e-01,-7.064668129928865170e+00,1.019075673959623707e+01
1.169089639561534710e+01,1.903085981553296691e+01,5.736699709799802704e+00,1.302254898602531874e+01
2.712773358009008096e+00,1.714365041591697647e+01,-1.090705032538590835e+01,1.123934544768619226e+01
6.057261629726898633e+00,1.160420798272059528e+01,-9.831586892303644021e+00,1.154774953278250571e+01
-9.436524811169455518e+00,1.788798023790210578e+01,-1.177928729432059368e-01,9.437259966363802377e+00
5.519289695948160102e+00,2.021029655002681125e+01,1.256445152517502173e+01,1.372326494957641074e+01
-2.286802896780240069e+00,2.320968175105871723e+00,-1.053655066568098242e+01,1.078185361703565626e+01
-6.559547555867528246e+00,1.324746797660587916e+01,5.725943247279557724e+00,8.707128700596657112e+00
-5.610011427881564039e+00,2.095787401964883045e+01,-8.789809128393546445e+00,1.042751038045765988e+01
8.803341095194158195e-01,2.074567255600404891e+01,-4.813440246984602489e+00,4.893280612807171970e+00
2.227625931536815429e+00,1.266978283810563610e+01,7.218770042493076744e+00,7.554664666102048010e+00
-6.687259062021507772e-01,2.688438279467149972e+00,-1.091390982284637623e+01,1.093437798682890438e+01
2.952285427018174868e+00,1.224704945080109297e+01,6.836043014562508624e+00,7.446306019734399761e+00
-4.663990445834252263e+00,4.335734706285598872e-02,-9.448627217217371310e+00,1.053704717502840538e+01
-6.853849368183084323e+00,4.177138028004051762e+00,5.444946223030417087e+00,8.753438783326062733e+00
5.732248588455516547e+00,2.007858635075915998e+01,-1.735472897919873692e+00,5.989201955124293875e+00
2.440457571606264864e+00,6.939252024659721130e+00,7.116827275814716636e+00,7.523633672142116424e+00
-7.970110288420885425e+00,1.340619222131591926e+01,-6.178030651756602154e+00,1.008418170917385659e+01
-6.735436212183520510e+00,5.898049387277096045e+00,-7.767732134296458923e+00,1.028123355821542084e+01
-7.740983283643157797e+00,1.990425962934337889e+01,-6.526745794971027692e+00,1.012527692805558743e+01
-1.375670392245996076e+00,1.529973332893922233e+01,-1.078124934772174903e+01,1.086866167133069361e+01
-1.485702459781933271e+00,6.922674309209664756e+00,-1.075619576326910121e+01,1.085831750764225134e+01
-7.007611141272509947e+00,1.662698984478778641e+01,5.287145007043888789e+00,8.778411942532414969e+00
1.089451677112819894e+01,2.271476014003090516e+00,7.385897050238787287e+00,1.316214157776460070e+01
-2.592220954252084653e+00,8.238697741374647165e+00,7.754793239709748320e+00,8.176577992431283803e+00
-7.257444740157320773e+00,4.645580682363439351e+00,5.012736304228213591e+00,8.820319121900562109e+00
1.116880328117830068e+01,1.435825539279697161e+01,6.881473266303914649e+00,1.311856855943188016e+01
1.191007157218499124e+01,2.151371917210537887e+00,-3.114607509952942888e+00,1.231058832045098939e+01
3.899263710963981389e+00,8.337542477936155549e+00,-1.065533389325687175e+01,1.134638258937311051e+01
4.583713104055793686e+00,5.809644334392981335e+00,-3.315310139701002967e+00,5.657005139002181160e+00
9.205528252294506331e+00,1.063320130579988643e+01,9.707594278655227171e+00,1.337830845371611410e+01
4.961029367401247114e+00,7.347851290581457917e+00,-1.031272444101629304e+01,1.144395463904643506e+01
1.535033457582902772e-01,1.483462213100723126e+01,1.412546618791088626e+01,1.412630023406598490e+01
6.040487126535965423e+00,5.161175104462873975e-01,-9.889420470004914865e-01,6.120906068399697197e+00
1.220722959424733034e+01,1.331372534742405733e+01,4.152844034971266751e+00,1.289428431303825029e+01
6.239018691775823022e+00,4.841997083570220184e+00,-2.455478051277966145e-01,6.243848809903325581e+00
-4.870696707665703507e+00,5.642889603893835648e+00,-9.317640899300256407e+00,1.051390119538786649e+01
5.406466995002999099e+00,1.680536767525399355e+01,-2.310204620233792916e+00,5.879364825846948861e+00
1.258335792103819806e+01,2.006693627358883703e+01,1.751557273866291897e+00,1.270467825065195022e+01
1.195270993510057522e+01,6.647554410568818462e+00,-2.990730787824477321e+00,1.232119090988745391e+01
-8.013685562306154253e+00,1.736291067775059105e+01,-6.107975681732142448e+00,1.007603707913708213e+01
-5.481988388490754538e+00,2.183807597395895250e+00,6.561274487956901602e+00,8.550001146073698877e+00
3.254422698952977644e+00,1.331361471315504730e+01,-4.264288092791366225e+00,5.364272554762910872e+00
3.226313911543514656e+00,1.577167829023329482e+01,-1.081450025694818073e+01,1.128550031072400017e+01
-8.139149648112155688e+00,3.275536488723587158e+00,3.810396169385921183e+00,8.986928060357172399e+00
5.743130408925944508e+00,8.946050141060771566e+00,-9.983567729878258135e+00,1.151760268072294657e+01
1.225818358510997541e+01,1.874685044922861366e+01,3.946638648887269341e+00,1.287785003139694773e+01
3.179897595706299374e+00,2.175147732415815938e+00,1.353801877089503769e+01,1.390646256099246436e+01
1.249267389918545845e+01,3.800235222309781280e-01,2.685907715987545519e+00,1.277814546051934030e+01
5.313679509336194373e-01,1.240229296000660852e+01,-4.793429579964274545e+00,4.822791622842093062e+00
-2.014033950567798215e+00,9.146162351149602188e+00,7.850882159524278592e+00,8.105102308840791636e+00
6.515035737490170398e+00,1.677247422656195752e+01,-9.588418409695488975e+00,1.159238794468859446e+01
6.323037099380976578e+00,1.939256630228624090e+01,2.959776762993193699e-01,6.329960580052275354e+00
-9.434525251932443624e+00,6.282226535420138092e+00,-1.895440763429788067e+00,9.623043303291440864e+00
2.560164682579309847e+00,8.156486460551210627e+00,-4.554238376922794984e+00,5.224512455317031012e+00
6.274483164571264204e+00,1.021171381291561175e+01,2.038475968432411189e+00,6.597311820458745757e+00
8.487590368121862294e-01,1.235118066914128576e+01,-4.812682783786095264e+00,4.886952780610984703e+00
1.135193840573127133e+01,2.066093042331394969e+01,-4.449516600465301508e+00,1.219281360250097990e+01
5.853247990590954686e+00,1.464393526743108254e+01,3.505779456859237975e+00,6.822829445288318695e+00
-9.005241263105827620e-01,8.180518654256944799e+00,7.916195990877770150e+00,7.967251889331522285e+00
8.440287030680156732e+00,5.539121415459704600e+00,1.048406567406252066e+01,1.345934910084152847e+01
3.953746591675833422e+00,1.983714008686460417e+01,-1.064052486190941949e+01,1.135133831088214507e+01
1.481642724797199717e+00,2.846517095278634280e+00,-4.788478714598827679e+00,5.012463821725849478e+00
6.263512328498595849e+00,1.512558290259991978e+01,-1.164550564777407232e-01,6.264594836813721201e+00
-4.366663075704483532e+00,1.943329553114125474e+01,-9.625512606206211075e+00,1.056968492193384357e+01
-7.579943613521966661e+00,1.395797731722321089e+01,-6.754299303164239099e+00,1.015264026058726188e+01
5.445490396196121630e+00,8.884143243488544783e+00,4.325664201448158330e+00,6.954476000300405580e+00
7.854141646607637917e+00,4.178809738435163901e+00,1.100117093719548222e+01,1.351714847866853475e+01
-5.002930451278595037e+00,7.716981767290472582e+00,-9.230233245026438382e+00,1.049888179083477091e+01
-9.215349296702529003e+00,1.484430799782256294e+01,-3.216648820519136365e+00,9.760609217399441206e+00
-6.799636080534503080e+00,1.364021870768123357e+01,-7.699494169514189856e+00,1.027215952436923629e+01
6.527608872074559088e+00,1.948749949856551567e+01,-9.581362599467448504e+00,1.159362699284655029e+01
1.532147838888903602e+00,1.820407918684687232e+01,7.497450809238222824e+00,7.652401298753145120e+00
-4.860395139094380923e+00,1.713916579759373704e+01,6.931221118992449526e+00,8.465534071073085087e+00
6.143794393686449418e+00,1.914046838236600934e+01,2.647922266323552876e+00,6.690119720930643332e+00
6.358011025691097551e+00,5.803080207478036989e+00,1.183464356557598851e+00,6.467216718655085295e+00
6.814448915184615707e+00,7.759994342932639455e+00,1.178448279591475689e+01,1.361288906826437284e+01
7.408524087617665899e+00,7.977771979506365518e+00,-9.032960043393089222e+00,1.168249101443468874e+01
-9.297137766765162681e+00,1.176946236290538472e+01,8.382929625142236940e-01,9.334854350508742016e+00
5.762437667344246783e+00,1.403258282039818994e+01,3.714192700243827527e+00,6.855721354064233886e+00
4.816683029318076237e+00,6.021050343848281194e+00,5.229395649022031911e+00,7.109642343953127330e+00
2.735110513475205618e+00,4.087118134953072746e-01,-4.492150572846179024e+00,5.259300931687105773e+00
-7.177223065287655857e+00,8.383670056816095340e+00,5.103419618191986196e+00,8.806669218736670857e+00
1.542399637727895234e+00,6.479087150642410364e+00,7.493913676412789826e+00,7.650995937261357405e+00
3.112706514356380794e+00,1.978587909937900591e+01,-1.083710344704142514e+01,1.127527174689788936e+01
-3.362928519624811319e+00,1.865356585142491497e+01,7.558233285547284908e+00,8.272616189988559299e+00
6.357561751174941378e+00,1.806652424521180933e+01,7.790320200623170876e-01,6.405113762321865245e+00
1.139818237000460588e+00,1.371299497985010341e+01,-4.811823634393828542e+00,4.944980515827121614e+00
3.166134868949348480e+00,7.230072458677716973e+00,-4.307837502025785525e+00,5.346201824869377894e+00
1.330008770122008466e+00,1.152583461538539922e+01,-1.103565815000070494e+01,1.111551501875996983e+01
-8.145994110216776107e+00,1.711972585504382494e+01,3.799180568269982405e+00,8.988381001827116634e+00
-9.194686440330052335e+00,2.070817743179032000e+00,-3.301732311884154392e+00,9.769528903449193891e+00
1.088680101532801459e+01,1.682257248536139826e+01,7.399356281794763568e+00,1.316331682108588907e+01
1.277178167672022857e+00,8.647756178905549040e-01,1.398792783196236300e+01,1.404611366550069462e+01
6.013497507943395881e+00,1.714484165550146955e+01,3.080490601691196151e+00,6.756594898700766905e+00
-3.706610203724186592e-01,1.695883988735734249e+01,-1.095548525231382975e+01,1.096175381522908232e+01
4.409928526044204489e+00,1.071153485403872008e+00,5.684033518506830696e+00,7.194143913234398724e+00
9.490402441486700535e-01,1.317037494069902337e+01,-4.814371042355079844e+00,4.907020065017149157e+00
9.021657826925283175e+00,1.055151456057084047e+01,-7.698561729061879966e+00,1.185993940297750626e+01
9.673959209323945707e-01,3.566209566606008075e+00,7.667694673379857662e+00,7.728479570524495301e+00
-3.789255839138475412e+00,3.115957691224888748e+00,7.414265107830988910e+00,8.326451038926794723e+00
-6.904348034101404963e+00,1.623844164740748752e+01,-7.585449611047165419e+00,1.025714714614816891e+01
1.254192752862523186e+01,1.192154772557372588e+01,-2.701255029085272152e-01,1.254483614562617610e+01
-3.700208533442455483e+00,2.064298183324718039e+01,-9.976303775259234285e+00,1.064040319758664133e+01
1.205884364268503717e+01,2.062720332305522675e+01,4.684910554205396593e+00,1.293692764529625272e+01
3.894309562515042789e+00,2.084600686274959358e+01,6.163212478857845511e+00,7.290461921459104211e+00
1.156347973221102166e+01,2.490925885681083862e+00,-3.993980098950372870e+00,1.223380319230560076e+01
6.358970272958864633e+00,1.970337887624320672e+01,1.149133844689687045e+00,6.461966537006039957e+00
5.893044105596803917e+00,5.135961789431818580e+00,1.235918420681007035e+01,1.369223879021881096e+01
2.182201604679911533e+00,9.622457454930852805e+00,-1.097700696473182091e+01,1.119181333597190076e+01
6.041585531418864896e+00,1.590553767225624426e+01,2.995671847018391176e+00,6.743500986021158994e+00
6.492222789152224394e+00,4.276039573621871703e+00,1.199716297782288343e+01,1.364114644230577511e+01
6.597647159845731579e+00,1.189254371664092780e+01,-9.541679225222011951e+00,1.160054268053239745e+01
4.834431846099850993e+00,3.902151712745909773e+00,5.207658224089022347e+00,7.105732576835864123e+00
6.083553658683815257e+00,2.199458240307158974e+00,2.861207592520265575e+00,6.722807003445870677e+00
-9.455474863223896520e+00,2.447730861021569115e+00,-1.638068720359774799e+00,9.596315648293362699e+00
1.186614103965774936e+00,7.510419731812595145e+00,-4.810050272853819031e+00,4.954254399918477603e+00
6.180752290269514226e+00,9.775157358085317938e-02,2.501433492538369663e+00,6.667748374921218080e+00
-6.610096684922615040e+00,8.921932345235479289e+00,5.679530474999508805e+00,8.714955226532898891e+00
-3.093234051730302969e+00,1.394813920670413054e+01,7.636143245277815517e+00,8.238857964620210694e+00
-8.551590722967276292e+00,8.435451885083763202e+00,3.056739346710995342e+00,9.081484423092469171e+00
3.673402757419250708e+00,1.801686610916537479e+00,6.341926295233681010e+00,7.328977892748193668e+00
-7.003325863991697098e+00,1.316466102496451462e+00,-7.474379828877169452e+00,1.024270115660810276e+01
1.232584821082850368e+01,5.840446768062095728e+00,3.646877289390367149e+00,1.285403625637703939e+01
5.207120634238129320e+00,3.555566501415615921e+00,-2.599897305459015762e+00,5.820100626143980271e+00
-9.460235758518397375e+00,2.026699443757735963e+01,-1.563539566415558690e+00,9.588572186853323132e+00
5.643186846290753955e+00,3.175834724455785185e+00,-1.908271782212448642e+00,5.957101558387036810e+00
5.225230383759062569e+00,1.691471118550492747e+01,-1.020913778807824634e+01,1.146863230465281092e+01
-4.706851987731164755e+00,1.230826677656403945e+01,7.011871001133750170e+00,8.445163738551741517e+00
-8.192343995333313700e+00,1.195502531967018101e+01,-5.806409943544837304e+00,1.004135929893807599e+01
6.360983721807198066e+00,1.075369503439947572e+01,1.004193456079636171e+00,6.439760741388559140e+00
5.949498120240814814e+00,2.040702459839297234e+01,-1.240987127445440708e+00,6.077546950310978247e+00
-9.253274385516876421e+00,7.640740276924393726e+00,1.046034383979759896e+00,9.312211057860031005e+00
-1.680842274938731506e+00,1.654623077003139997e+01,7.886838487771632877e+00,8.063960074641810749e+00
7.227527897125306744e+00,1.166117625680615255e+01,1.149190421739500678e+01,1.357575125160687790e+01
9.558471607545717674e+00,8.308307020140249577e+00,-7.130989680789668661e+00,1.192540956528480756e+01
8.216032169936701379e+00,2.006478459942139736e+01,-8.425646632898715183e+00,1.176837736478195318e+01
1.042395166832953635e+01,1.256463535665842990e+01,8.146621002691734503e+00,1.322974686625440377e+01
3.891380119013698735e+00,2.497255785066284872e+00,-3.884849891541881206e+00,5.498626911372332060e+00
-8.740918360384528185e+00,8.768323220933988082e+00,-4.683684062029808359e+00,9.916680401012195389e+00
-7.149044446294104738e+00,1.641321628131375832e+01,-7.304717912504121280e+00,1.022094615367614345e+01
4.837547819871016230e+00,1.456868748802348890e+01,1.290128472402055415e+01,1.377842576057892465e+01
2.825754775337677493e+00,1.924314692656805903e+01,6.910390501077627867e+00,7.465814552192385989e+00
5.344908936353172102e+00,5.446925066971925133e+00,4.492473907265928545e+00,6.982146757650772528e+00
4.586319699884621848e+00,1.592206804343030058e+01,-3.312782721314623924e+00,5.657637117047229935e+00
7.506617111538242959e-01,9.657379355284939848e+00,-4.808999850466329384e+00,4.867234591262020516e+00
8.304838595132103762e+00,1.204580468630312495e+01,1.060901917620256540e+01,1.347299639917674519e+01
3.376731622243683284e-01,2.005598030113194241e+01,-1.102103191729654341e+01,1.102620368424943109e+01
1.088483037403463527e+01,2.056501271977272438e+01,-5.312985498827648811e+00,1.211228084145425754e+01
3.443641293563633798e+00,1.809341024243683549e+01,6.513320645453180902e+00,7.367632671979735370e+00
-7.027220845829711848e+00,7.541038842336221570e+00,-7.447070798731039609e+00,1.023917459062869106e+01
3.013275622883540894e+00,1.864171755027371802e+01,-4.378472697945170466e+00,5.315153162996852920e+00
-9.204228814631633782e+00,1.341079273046967302e+01,1.254456494418542789e+00,9.289321243690741525e+00
2.931456219641523475e+00,9.029932389884974597e+00,1.361300707182833136e+01,1.392506363020733673e+01
1.191409070395815029e+01,7.505963325101584482e-01,5.134181696816815688e+00,1.297325629894325338e+01
-3.591467137485768180e-01,1.617269060802322400e+01,7.891293543795351972e+00,7.899462016893466831e+00
4.880825748107070261e+00,1.054421719520637346e+01,1.288128307638418235e+01,1.377497418064101176e+01
5.640756187781952313e+00,1.650995848876627647e+01,3.967167081502259496e+00,6.896125363024917299e+00
6.279293899342991203e+00,1.570847878620866744e+01,1.213064835613899106e+01,1.365950809563154422e+01
7.129486219752650733e+00,1.666491472901538984e+01,1.156345729595334504e+01,1.358466482446216261e+01
1.161663217494507805e+01,6.313674332632103869e+00,-3.871231701382596757e+00,1.224469591185337691e+01
-3.566636700854246111e+00,1.681677058042025052e+01,-1.003949817094471264e+01,1.065422080117934733e+01
1.199941251633550898e+01,1.152577289778951375e+01,4.876238444024094676e+00,1.295235893959736551e+01
2.771868652929754706e+00,9.939850209432007588e+00,6.941038797284035944e+00,7.474040099872145682e+00
1.257614881837188214e+01,1.417764419023589539e+01,1.863705349431250990e+00,1.271349349043508070e+01
-4.675760862863385547e+00,4.485323417053144190e-01,-9.441348921559804097e+00,1.053573960884205896e+01
6.018910328327548021e-01,2.148653133639478519e+00,-4.799550364878686359e+00,4.837143425660604734e+00
-1.043092850647427072e+00,6.135724668517962499e+00,7.916564107640224002e+00,7.984987787432691775e+00
6.015707723024063647e+00,2.064279230911463259e+01,-1.061157590696176323e+00,6.108583701738356631e+00
